exp_name,Batch,test_loss,mean_length,n_samples,uniq_samples,good_samples,bad_samples,novelty,hard_novelty,soft_novelty,diversity,conciseness,solubility,naturalness,synthesizability,model_samples,neg-loglike,D_loss_0,Accuracy_0,D_loss_1,Accuracy_1
textCNN,0,6.647006034851074,37.25834375,32000,31998,9407,22593,0.999787392367386,0.999681088551079,0.9998511746571702,0.4860088988905363,0.9907515679812905,0.663228438295219,0.5924798367132851,0.5967982627911176,textCNN_0,198.129638671875,0.002684664214029908,1.0,0.0031169489957392216,1.0
textCNN,1,6.468635082244873,39.41125,6400,6400,939,5461,1.0,1.0,1.0,0.46980266694196865,0.9865814696485624,0.7097806874817023,0.5827733922893326,0.6197435048422839,textCNN_1,103.95160675048828,0.002678533084690571,1.0,0.011318154633045197,1.0
